sum formula,Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,C,H,K,N,Na,O,S
C77 H56 K N2 O ,1063.403303,491.11,2486071,1063.402422,-0.88,-0.828,77,56,1,2,0,1,0
C72 H96 Na O5  ,1063.714705,-1000.0,1105046,1063.714997,0.291,0.274,72,96,0,0,1,5,0
C76 H103 O S   ,1063.771453,-1000.0,1183549,1063.772416,0.962,0.905,76,103,0,0,0,1,1
C72 H112 K O S ,1063.805773,257.4,1847102,1063.806547,0.775,0.728,72,112,1,0,0,1,1
C78 H43 N Na O3,1064.313301,-1000.0,1142990,1064.313515,0.214,0.201,78,43,0,1,1,3,0
C74 H63 N3 Na O S,1064.459443,497.73,1331016,1064.458406,-1.038,-0.975,74,63,0,3,1,1,1
C67 H111 N Na O5 S,1064.808265,-1000.0,1211568,1064.807518,-0.748,-0.702,67,111,0,1,1,5,1
C71 H127 N Na O S,1064.953612,617.35,1222921,1064.95306,-0.553,-0.519,71,127,0,1,1,1,1
C64 H131 N Na O6 S,1064.959215,521.13,1091849,1064.958933,-0.282,-0.265,64,131,0,1,1,6,1
C79 H30 Na O2 S,1065.185471,-1000.0,1106206,1065.185872,0.401,0.376,79,30,0,0,1,2,1
C70 H113 O7    ,1065.848006,518.71,1184606,1065.848082,0.076,0.071,70,113,0,0,0,7,0
C72 H118 N2 Na O2,1065.90802,593.63,1185012,1065.908552,0.532,0.499,72,118,0,2,1,2,0
C73 H134 K O   ,1066.006871,-1000.0,1220858,1066.006627,-0.244,-0.229,73,134,1,0,0,1,0
C79 H49 N Na O2,1066.365028,-1000.0,1220454,1066.365551,0.523,0.49,79,49,0,1,1,2,0
C75 H56 N O4 S ,1066.391342,-1000.0,1504530,1066.392457,1.115,1.046,75,56,0,1,0,4,1
C77 H57 N Na O3,1066.422983,444.94,1167207,1066.423065,0.082,0.077,77,57,0,1,1,3,0
C78 H56 N3 O2  ,1066.437035,478.73,1166613,1066.436704,-0.33,-0.31,78,56,0,3,0,2,0
C72 H73 K N3 O S,1066.510354,389.71,1202582,1066.510593,0.239,0.224,72,73,1,3,0,1,1
C74 H84 N O5   ,1066.633546,-1000.0,1343905,1066.634401,0.855,0.802,74,84,0,1,0,5,0
C72 H124 N O2 S,1066.934513,128.77,1399228,1066.93473,0.217,0.203,72,124,0,1,0,2,1
C68 H124 N O7  ,1066.936678,152.36,3349812,1066.937232,0.554,0.519,68,124,0,1,0,7,0
C73 H128 N O S ,1066.972206,544.4,1195887,1066.971115,-1.091,-1.022,73,128,0,1,0,1,1
C77 H60 K N2 O ,1067.433503,143.65,1602025,1067.433722,0.219,0.205,77,60,1,2,0,1,0
C74 H59 N4 O2 S,1067.434945,226.52,2997587,1067.435325,0.38,0.356,74,59,0,4,0,2,1
C73 H60 N2 Na O5,1067.43836,235.91,2886995,1067.439444,1.084,1.015,73,60,0,2,1,5,0
C72 H116 K O S ,1067.837761,-1000.0,1179515,1067.837847,0.086,0.081,72,116,1,0,0,1,1
C74 H124 K O   ,1067.928428,-1000.0,1470997,1067.928377,-0.051,-0.048,74,124,1,0,0,1,0
C70 H124 Na O5 ,1067.934525,146.25,3178364,1067.934098,-0.427,-0.4,70,124,0,0,1,5,0
C70 H128 N2 Na O S,1067.964814,-1000.0,1215000,1067.963959,-0.855,-0.8,70,128,0,2,1,1,1
C75 H58 N O6   ,1068.425068,-1000.0,1245760,1068.425865,0.797,0.746,75,58,0,1,0,6,0
C73 H63 K N3 O S,1068.433415,423.86,1949074,1068.432343,-1.072,-1.003,73,63,1,3,0,1,1
C72 H59 N3 Na O5,1068.434134,468.53,2899843,1068.434693,0.558,0.523,72,59,0,3,1,5,0
C70 H70 N O9   ,1068.504638,-1000.0,1382983,1068.504509,-0.129,-0.12,70,70,0,1,0,9,0
C74 H67 N3 Na O3,1068.507352,384.91,5250454,1068.507464,0.112,0.104,74,67,0,3,1,3,0
C66 H127 N Na O5 S,1068.932935,122.84,1326513,1068.932718,-0.217,-0.203,66,127,0,1,1,5,1
C78 H46 Na O4  ,1069.329086,-1000.0,1212874,1069.328831,-0.255,-0.239,78,46,0,0,1,4,0
C76 H58 N2 Na O3,1069.433677,610.16,1634191,1069.433964,0.288,0.269,76,58,0,2,1,3,0
C78 H66 N2 Na O,1069.506967,143.7,3399568,1069.506735,-0.231,-0.216,78,66,0,2,1,1,0
C70 H105 N2 O6 ,1069.795992,-1000.0,1173396,1069.796716,0.723,0.676,70,105,0,2,0,6,0
C74 H114 N2 Na O,1069.88129,306.14,1760749,1069.882337,1.047,0.978,74,114,0,2,1,1,0
C70 H133 O4 S  ,1069.990744,339.82,1675158,1069.99191,1.166,1.09,70,133,0,0,0,4,1
C79 H25 K N3 O ,1070.163372,-1000.0,1202903,1070.16292,-0.451,-0.422,79,25,1,3,0,1,0
C78 H28 N3 O2 S,1070.189746,-1000.0,1180378,1070.189675,-0.071,-0.067,78,28,0,3,0,2,1
C79 H64 N3 O   ,1070.504112,441.62,2498460,1070.50439,0.279,0.26,79,64,0,3,0,1,0
C71 H117 N Na O4,1070.887392,160.51,1374112,1070.887482,0.09,0.084,71,117,0,1,1,4,0
C71 H128 N3 O3 ,1070.993851,-1000.0,1127988,1070.995021,1.17,1.092,71,128,0,3,0,3,0
C74 H116 N2 Na O,1071.897913,-1000.0,1900142,1071.897987,0.074,0.069,74,116,0,2,1,1,0
C72 H63 N3 Na O5,1072.4664,628.14,2584497,1072.465993,-0.407,-0.38,72,63,0,3,1,5,0
C73 H99 K N3 O ,1072.741952,377.61,1296036,1072.741973,0.021,0.019,73,99,1,3,0,1,0
C69 H127 N Na O5,1072.960316,-1000.0,1149878,1072.960647,0.331,0.308,69,127,0,1,1,5,0
C68 H130 N O7  ,1072.983634,-1000.0,1458102,1072.984182,0.548,0.511,68,130,0,1,0,7,0
C77 H34 N2 Na O4,1073.241748,-1000.0,1151963,1073.241078,-0.67,-0.624,77,34,0,2,1,4,0
C79 H61 O4     ,1073.457193,392.96,2301883,1073.456437,-0.756,-0.704,79,61,0,0,0,4,0
C72 H65 O9     ,1073.462934,248.81,11476691,1073.46231,-0.624,-0.581,72,65,0,0,0,9,0
C73 H61 N4 O5  ,1073.463002,362.05,13082555,1073.463648,0.646,0.601,73,61,0,4,0,5,0
C77 H101 O S   ,1073.755634,249.31,1286078,1073.756765,1.132,1.054,77,101,0,0,0,1,1
C73 H114 K N2 O,1073.856065,486.13,1208044,1073.856274,0.21,0.195,73,114,1,2,0,1,0
C76 H61 N Na O4,1074.448332,515.93,1433540,1074.44928,0.948,0.882,76,61,0,1,1,4,0
C75 H64 N O4 S ,1074.455442,315.76,1527571,1074.455057,-0.385,-0.358,75,64,0,1,0,4,1
C77 H60 N3 O3  ,1074.462862,317.55,11509523,1074.462919,0.057,0.053,77,60,0,3,0,3,0
C69 H104 N O6 S,1074.758838,-1000.0,1486631,1074.757888,-0.95,-0.884,69,104,0,1,0,6,1
C72 H23 N2 O8 S,1075.117003,398.9,1214410,1075.116963,-0.039,-0.037,72,23,0,2,0,8,1
C73 H55 O9     ,1075.383445,552.36,1356939,1075.38406,0.615,0.572,73,55,0,0,0,9,0
C74 H51 N4 O5  ,1075.385672,475.96,5128016,1075.385397,-0.275,-0.256,74,51,0,4,0,5,0
C82 H52 Na O   ,1075.391036,633.72,1593168,1075.391037,0.001,0.001,82,52,0,0,1,1,0
C72 H59 N4 O6  ,1075.442689,312.17,1787852,1075.442912,0.223,0.208,72,59,0,4,0,6,0
C77 H64 Na O2 S,1075.452564,235.54,1417044,1075.451923,-0.641,-0.596,77,64,0,0,1,2,1
C79 H63 O2 S   ,1075.453917,-1000.0,1164433,1075.454329,0.412,0.383,79,63,0,0,0,2,1
C79 H60 N2 Na O,1075.460466,123.17,5128141,1075.459785,-0.681,-0.633,79,60,0,2,1,1,0
C80 H99 O      ,1075.770167,-1000.0,1765327,1075.769044,-1.123,-1.044,80,99,0,0,0,1,0
C74 H116 Na O S,1075.864381,-1000.0,1344690,1075.86391,-0.471,-0.438,74,116,0,0,1,1,1
C73 H111 N4 O2 ,1075.870557,-1000.0,1512627,1075.870155,-0.402,-0.373,73,111,0,4,0,2,0
C73 H116 K N2 O,1075.87209,59.78,8937424,1075.871924,-0.166,-0.154,73,116,1,2,0,1,0
C78 H50 N3 O3  ,1076.384602,443.67,4177876,1076.384669,0.067,0.062,78,50,0,3,0,3,0
C76 H58 N3 O2 S,1076.424221,542.49,1191828,1076.424426,0.204,0.19,76,58,0,3,0,2,1
C76 H58 N3 O4  ,1076.442171,593.66,1597333,1076.442184,0.013,0.012,76,58,0,3,0,4,0
C69 H67 N Na O7 S,1076.453698,150.37,1417110,1076.453045,-0.653,-0.606,69,67,0,1,1,7,1
C77 H71 N3 Na O,1076.548281,-1000.0,1348842,1076.548935,0.654,0.607,77,71,0,3,1,1,0
C71 H114 N O6  ,1076.864424,372.05,1372081,1076.864067,-0.357,-0.332,71,114,0,1,0,6,0
C76 H25 N2 O5 S,1077.14781,-1000.0,1189146,1077.14787,0.059,0.055,76,25,0,2,0,5,1
C75 H62 K N2 O S,1077.420996,347.48,1609008,1077.421444,0.448,0.416,75,62,1,2,0,1,1
C74 H58 N2 Na O5,1077.422659,139.42,7102428,1077.423794,1.135,1.053,74,58,0,2,1,5,0
C75 H133 N2 O  ,1078.042176,467.83,1400800,1078.041243,-0.933,-0.865,75,133,0,2,0,1,0
C77 H44 N O4 S ,1078.298341,-1000.0,1178998,1078.298556,0.216,0.2,77,44,0,1,0,4,1
C78 H57 N Na O3,1078.422065,143.0,4136984,1078.423065,1.001,0.928,78,57,0,1,1,3,0
C76 H60 N3 O4  ,1078.457152,412.56,1282019,1078.457834,0.682,0.632,76,60,0,3,0,4,0
C70 H148 N3 O S,1079.133968,-1000.0,1150952,1079.133764,-0.204,-0.189,70,148,0,3,0,1,1
C73 H59 O9     ,1079.415381,-1000.0,1216974,1079.41536,-0.021,-0.02,73,59,0,0,0,9,0
C68 H127 N4 O5 ,1079.980124,-1000.0,1155199,1079.9801,-0.024,-0.022,68,127,0,4,0,5,0
C77 H50 N3 O4  ,1080.37927,-1000.0,1200112,1080.379584,0.314,0.29,77,50,0,3,0,4,0
C83 H54 N O    ,1080.419056,412.65,2367472,1080.419992,0.935,0.866,83,54,0,1,0,1,0
C76 H110 N3 O  ,1080.863733,-1000.0,1292474,1080.864342,0.609,0.563,76,110,0,3,0,1,0
C68 H122 N O8  ,1080.915765,-1000.0,1161203,1080.916496,0.731,0.677,68,122,0,1,0,8,0
C74 H97 O6     ,1081.727988,-1000.0,1132162,1081.727967,-0.021,-0.019,74,97,0,0,0,6,0
C76 H121 O S   ,1081.913331,-1000.0,1177857,1081.913266,-0.065,-0.06,76,121,0,0,0,1,1
C68 H134 N2 Na O5,1082.019627,-1000.0,1148569,1082.018496,-1.131,-1.045,68,134,0,2,1,5,0
C75 H137 N2 O  ,1082.073024,610.61,1425402,1082.072543,-0.481,-0.444,75,137,0,2,0,1,0
C81 H41 N Na O2,1082.303975,-1000.0,1232891,1082.30295,-1.024,-0.946,81,41,0,1,1,2,0
C78 H56 N3 O3  ,1082.431204,-1000.0,1290532,1082.431619,0.415,0.383,78,56,0,3,0,3,0
C76 H64 N3 O4  ,1082.488731,505.23,1226748,1082.489134,0.403,0.372,76,64,0,3,0,4,0
C70 H141 N Na O4,1083.075675,384.26,1503567,1083.075283,-0.392,-0.362,70,141,0,1,1,4,0
C74 H112 N2 Na O2,1083.861375,-1000.0,1433604,1083.861602,0.227,0.209,74,112,0,2,1,2,0
C75 H139 N2 O  ,1084.088855,180.44,1992504,1084.088194,-0.661,-0.61,75,139,0,2,0,1,0
C70 H144 N2 Na O S,1084.090132,101.9,5005317,1084.089159,-0.973,-0.897,70,144,0,2,1,1,1
C76 H46 N O5 S ,1084.308453,-1000.0,1167177,1084.309121,0.668,0.616,76,46,0,1,0,5,1
C74 H66 N2 Na O5,1085.485643,-1000.0,1161228,1085.486394,0.751,0.692,74,66,0,2,1,5,0
C67 H85 N Na O8 S,1086.589492,-1000.0,1251346,1086.588811,-0.682,-0.628,67,85,0,1,1,8,1
C71 H121 N3 Na O3,1086.928889,409.88,1253395,1086.930015,1.126,1.036,71,121,0,3,1,3,0
C80 H88 Na O   ,1087.673156,-1000.0,1353751,1087.672738,-0.418,-0.384,80,88,0,0,1,1,0
C75 H95 N2 O2 S,1087.710959,-1000.0,1255447,1087.710878,-0.081,-0.075,75,95,0,2,0,2,1
C73 H99 O7     ,1087.737592,587.43,1366039,1087.738532,0.94,0.864,73,99,0,0,0,7,0
C74 H107 N2 O4 ,1087.822469,159.55,3678232,1087.822536,0.067,0.062,74,107,0,2,0,4,0
C78 H107 N2 O  ,1087.838594,575.94,1467027,1087.837792,-0.801,-0.737,78,107,0,2,0,1,0
C74 H26 N O10  ,1088.155302,469.04,1173614,1088.155122,-0.179,-0.165,74,26,0,1,0,10,0
C73 H111 N Na O4,1088.84131,515.92,1565400,1088.840532,-0.778,-0.714,73,111,0,1,1,4,0
C67 H126 N O9  ,1088.942239,-1000.0,1167389,1088.942711,0.473,0.434,67,126,0,1,0,9,0
C80 H30 N2 Na O S,1089.197853,-1000.0,1189918,1089.197105,-0.747,-0.686,80,30,0,2,1,1,1
C79 H58 N2 Na O2,1089.439786,288.3,1676033,1089.43905,-0.736,-0.675,79,58,0,2,1,2,0
C78 H109 N2 O  ,1089.853069,330.38,1897246,1089.853443,0.374,0.343,78,109,0,2,0,1,0
C77 H149 O     ,1090.159632,-1000.0,1235206,1090.160296,0.664,0.609,77,149,0,0,0,1,0
C80 H61 K N O  ,1090.438448,159.55,1454918,1090.438473,0.025,0.023,80,61,1,1,0,1,0
C78 H96 N3 O   ,1090.755464,-1000.0,1289052,1090.754791,-0.673,-0.617,78,96,0,3,0,1,0
C71 H109 K N3 O S,1090.793414,-1000.0,1233759,1090.792294,-1.12,-1.027,71,109,1,3,0,1,1
C76 H64 K N2 O S,1091.437188,365.56,1704843,1091.437094,-0.095,-0.087,76,64,1,2,0,1,1
C78 H100 Na O2 ,1091.76068,443.38,1402923,1091.761553,0.873,0.8,78,100,0,0,1,2,0
C73 H116 N2 Na O S,1091.870606,108.22,1530793,1091.870058,-0.548,-0.502,73,116,0,2,1,1,1
C73 H143 N4 O  ,1092.12539,-1000.0,1457083,1092.125642,0.251,0.23,73,143,0,4,0,1,0
C84 H54 N O    ,1092.420997,627.81,1157166,1092.419992,-1.005,-0.92,84,54,0,1,0,1,0
C73 H115 N Na O4,1092.87261,449.37,1482800,1092.871832,-0.778,-0.712,73,115,0,1,1,4,0
C73 H119 K N3 O,1092.897351,420.41,1265713,1092.898473,1.123,1.027,73,119,1,3,0,1,0
C69 H22 K N2 O9 S,1093.068161,-1000.0,1240060,1093.067759,-0.402,-0.368,69,22,1,2,0,9,1
C79 H37 N2 O5  ,1093.269383,-1000.0,1192433,1093.269699,0.316,0.289,79,37,0,2,0,5,0
C73 H105 O7    ,1093.78476,-1000.0,1199157,1093.785482,0.722,0.66,73,105,0,0,0,7,0
C81 H44 N O2 S ,1094.308611,-1000.0,1159744,1094.308727,0.116,0.106,81,44,0,1,0,2,1
C67 H116 N O10 ,1094.858848,-1000.0,1368123,1094.859375,0.527,0.481,67,116,0,1,0,10,0
C80 H55 N3 Na O,1096.424031,392.78,1211622,1096.423734,-0.297,-0.271,80,55,0,3,1,1,0
C80 H58 N O4   ,1096.436531,235.18,1163332,1096.436036,-0.495,-0.452,80,58,0,1,0,4,0
C76 H122 N O S ,1096.924877,164.07,2396231,1096.924165,-0.712,-0.649,76,122,0,1,0,1,1
C70 H123 N Na O6,1096.925436,149.86,1856777,1096.924261,-1.174,-1.071,70,123,0,1,1,6,0
C79 H53 O4 S   ,1097.365726,-1000.0,1237066,1097.365908,0.182,0.165,79,53,0,0,0,4,1
C77 H58 K N2 O S,1097.391256,-1000.0,1202987,1097.390144,-1.112,-1.013,77,58,1,2,0,1,1
C78 H58 Na O5  ,1097.417179,211.12,1312043,1097.417646,0.466,0.425,78,58,0,0,1,5,0
C77 H61 O5 S   ,1097.424051,177.47,2216010,1097.423423,-0.628,-0.573,77,61,0,0,0,5,1
C78 H57 N4 O S ,1097.424709,333.93,1588524,1097.42476,0.051,0.046,78,57,0,4,0,1,1
C79 H62 Na O4  ,1097.453432,-1000.0,1193262,1097.454031,0.599,0.546,79,62,0,0,1,4,0
C74 H122 Na O4 ,1097.923782,-1000.0,1309005,1097.923533,-0.249,-0.226,74,122,0,0,1,4,0
C72 H60 N O10  ,1098.422224,-1000.0,1703281,1098.421174,-1.05,-0.956,72,60,0,1,0,10,0
C78 H72 N3 O3  ,1098.555922,-1000.0,1220689,1098.55682,0.898,0.817,78,72,0,3,0,3,0
C76 H92 N O5   ,1098.696468,-1000.0,1380740,1098.697001,0.534,0.486,76,92,0,1,0,5,0
C80 H108 N O   ,1098.842268,-1000.0,1201551,1098.842544,0.276,0.251,80,108,0,1,0,1,0
C73 H92 N2 Na O5,1099.690059,-1000.0,1211356,1099.689845,-0.215,-0.195,73,92,0,2,1,5,0
C69 H140 N2 Na O5,1100.065725,117.67,2160100,1100.065446,-0.279,-0.253,69,140,0,2,1,5,0
C75 H42 N O9   ,1100.285694,-1000.0,1161309,1100.285408,-0.286,-0.26,75,42,0,1,0,9,0
C76 H84 N3 O4  ,1102.644556,-1000.0,1152195,1102.645635,1.079,0.978,76,84,0,3,0,4,0
C73 H132 N O5  ,1103.009552,-1000.0,1171571,1103.010003,0.451,0.409,73,132,0,1,0,5,0
C76 H63 O8     ,1103.451955,366.88,1373906,1103.451745,-0.21,-0.19,76,63,0,0,0,8,0
C77 H59 N4 O4  ,1103.452423,528.68,2592887,1103.453083,0.66,0.598,77,59,0,4,0,4,0
C74 H123 N2 O4 ,1103.947123,162.51,1514795,1103.947737,0.614,0.556,74,123,0,2,0,4,0
C79 H123 O2    ,1103.95177,135.7,2531452,1103.95176,-0.011,-0.01,79,123,0,0,0,2,0
C76 H127 O2 S  ,1103.95625,309.58,1300604,1103.955131,-1.119,-1.013,76,127,0,0,0,2,1
C78 H123 N2 O  ,1103.962497,196.15,1154348,1103.962993,0.496,0.449,78,123,0,2,0,1,0
C82 H58 N O S  ,1104.423391,171.09,1283862,1104.423363,-0.028,-0.025,82,58,0,1,0,1,1
C79 H59 N3 Na O2,1104.449371,558.55,1604947,1104.449949,0.578,0.523,79,59,0,3,1,2,0
C81 H63 K N O  ,1104.453167,211.56,2479896,1104.454124,0.956,0.866,81,63,1,1,0,1,0
C71 H126 N O5 S,1104.935908,292.3,1161018,1104.935124,-0.784,-0.71,71,126,0,1,0,5,1
C75 H126 N O2 S,1104.950087,192.2,2901819,1104.95038,0.293,0.265,75,126,0,1,0,2,1
C80 H57 N4 O2  ,1105.447502,-1000.0,1662371,1105.447604,0.102,0.092,80,57,0,4,0,2,0
C72 H121 N4 O4 ,1105.938308,369.37,1699712,1105.938235,-0.073,-0.066,72,121,0,4,0,4,0
C73 H88 N O8   ,1106.650902,-1000.0,1286295,1106.650445,-0.457,-0.413,73,88,0,1,0,8,0
C68 H132 N O9  ,1106.988871,-1000.0,1177755,1106.989661,0.79,0.714,68,132,0,1,0,9,0
C76 H28 Na O7 S,1107.144642,-1000.0,1492526,1107.144795,0.153,0.138,76,28,0,0,1,7,1
C77 H96 Na O4  ,1107.720793,-1000.0,1167357,1107.720082,-0.71,-0.641,77,96,0,0,1,4,0
C75 H111 O4 S  ,1107.818865,-1000.0,1191525,1107.81976,0.895,0.808,75,111,0,0,0,4,1
C73 H116 K N2 O S,1107.844839,-1000.0,1196294,1107.843995,-0.844,-0.761,73,116,1,2,0,1,1
C75 H127 O3 S  ,1107.951053,530.83,1263629,1107.950046,-1.007,-0.909,75,127,0,0,0,3,1
C82 H38 Na O4  ,1109.265281,-1000.0,1247338,1109.26623,0.949,0.856,82,38,0,0,1,4,0
C80 H28 N3 O3 S,1110.184627,-1000.0,1163051,1110.184589,-0.038,-0.034,80,28,0,3,0,3,1
C83 H39 N2 O S ,1111.276677,-1000.0,1174738,1111.277761,1.085,0.976,83,39,0,2,0,1,1
C80 H64 Na O2 S,1111.452226,-1000.0,1253272,1111.451923,-0.302,-0.272,80,64,0,0,1,2,1
C78 H76 N2 Na O3,1111.573917,-1000.0,1316770,1111.574815,0.898,0.808,78,76,0,2,1,3,0
C75 H83 O8     ,1111.607919,-1000.0,1181911,1111.608246,0.327,0.294,75,83,0,0,0,8,0
C75 H115 O6    ,1111.868275,-1000.0,1159387,1111.868818,0.542,0.488,75,115,0,0,0,6,0
C71 H128 N2 Na O5,1111.971619,80.13,4235485,1111.971546,-0.073,-0.066,71,128,0,2,1,5,0
C72 H131 N Na O5,1112.991244,169.42,1255790,1112.991947,0.703,0.631,72,131,0,1,1,5,0
C78 H26 K O7   ,1113.131946,-1000.0,1257848,1113.131011,-0.935,-0.84,78,26,1,0,0,7,0
C78 H77 K N O S,1114.536419,-1000.0,1188103,1114.535745,-0.674,-0.604,78,77,1,1,0,1,1
C72 H128 N3 O5 ,1114.98488,-1000.0,1339598,1114.984851,-0.029,-0.026,72,128,0,3,0,5,0
C78 H92 K O S  ,1115.649736,-1000.0,1198347,1115.650047,0.31,0.278,78,92,1,0,0,1,1
C70 H118 N O9  ,1116.88001,-1000.0,1151355,1116.880111,0.101,0.091,70,118,0,1,0,9,0
C69 H146 N O6 S,1117.087512,-1000.0,1288844,1117.086539,-0.973,-0.871,69,146,0,1,0,6,1
C77 H41 N4 O6  ,1117.301523,-1000.0,1144226,1117.302061,0.538,0.482,77,41,0,4,0,6,0
C80 H81 N2 O S ,1117.606225,-1000.0,1254064,1117.606413,0.188,0.168,80,81,0,2,0,1,1
C81 H61 N Na O3,1118.453804,-1000.0,1329493,1118.454366,0.562,0.502,81,61,0,1,1,3,0
C75 H76 N O8   ,1118.556257,-1000.0,1624818,1118.556545,0.288,0.258,75,76,0,1,0,8,0
C79 H73 N3 Na O2,1118.56043,-1000.0,1371890,1118.559499,-0.93,-0.832,79,73,0,3,1,2,0
C79 H80 N3 O S ,1118.602367,-1000.0,1149468,1118.601662,-0.705,-0.63,79,80,0,3,0,1,1
C77 H116 N O2 S,1118.87158,-1000.0,1327454,1118.87213,0.549,0.491,77,116,0,1,0,2,1
C79 H124 N O2  ,1118.963472,-1000.0,1393214,1118.962659,-0.813,-0.727,79,124,0,1,0,2,0
C76 H132 N3 O2 ,1119.031338,-1000.0,1315397,1119.031407,0.069,0.061,76,132,0,3,0,2,0
C79 H116 K O   ,1119.866644,-1000.0,1174348,1119.865776,-0.868,-0.775,79,116,1,0,0,1,0
C83 H62 N O3   ,1120.471341,-1000.0,1313654,1120.472421,1.08,0.964,83,62,0,1,0,3,0
C78 H57 O8     ,1121.403839,-1000.0,1199030,1121.404795,0.956,0.853,78,57,0,0,0,8,0
C73 H101 O9    ,1121.743978,-1000.0,1203149,1121.744011,0.033,0.029,73,101,0,0,0,9,0
C78 H153 O2    ,1122.187323,-1000.0,1274744,1122.186511,-0.812,-0.724,78,153,0,0,0,2,0
C79 H68 N3 O2 S,1122.503017,-1000.0,1196952,1122.502676,-0.341,-0.304,79,68,0,3,0,2,1
C86 H36 K O    ,1123.240682,-1000.0,1156148,1123.239774,-0.908,-0.809,86,36,1,0,0,1,0
C82 H68 Na O3  ,1123.506667,-1000.0,1194451,1123.506067,-0.6,-0.534,82,68,0,0,1,3,0
C82 H55 N Na O S,1124.39044,-1000.0,1211480,1124.389657,-0.783,-0.696,82,55,0,1,1,1,1
C67 H107 N Na O9 S,1124.756429,330.07,1387000,1124.755876,-0.553,-0.492,67,107,0,1,1,9,1
C80 H102 N O3  ,1124.786479,474.57,1348089,1124.785423,-1.056,-0.939,80,102,0,1,0,3,0
C73 H138 N O6  ,1125.052096,409.87,1389057,1125.051868,-0.228,-0.203,73,138,0,1,0,6,0
C74 H138 N2 Na O3,1126.05986,-1000.0,1893638,1126.059967,0.107,0.095,74,138,0,2,1,3,0
C76 H137 N2 O3 ,1126.061793,190.43,1720864,1126.062373,0.58,0.515,76,137,0,2,0,3,0
C79 H138 Na O  ,1126.062831,191.45,1318132,1126.06399,1.159,1.029,79,138,0,0,1,1,0
C78 H25 N Na O8,1126.146987,-1000.0,1209615,1126.147237,0.25,0.222,78,25,0,1,1,8,0
C76 H65 N Na O5 S,1126.447906,497.42,1170703,1126.447566,-0.34,-0.302,76,65,0,1,1,5,1
C74 H100 N3 O6 ,1126.759676,536.09,1184311,1126.760664,0.988,0.877,74,100,0,3,0,6,0
C80 H104 N O S ,1126.782942,-1000.0,1309240,1126.783315,0.373,0.331,80,104,0,1,0,1,1
C77 H140 N O S ,1127.065072,-1000.0,1486136,1127.065016,-0.056,-0.05,77,140,0,1,0,1,1
C81 H27 O8     ,1127.170521,-1000.0,1337925,1127.170044,-0.476,-0.423,81,27,0,0,0,8,0
C83 H55 N2 O S ,1127.404134,-1000.0,1195343,1127.402962,-1.172,-1.04,83,55,0,2,0,1,1
C79 H87 N2 O2 S,1127.64855,-1000.0,1471061,1127.648278,-0.273,-0.242,79,87,0,2,0,2,1
C78 H63 N3 Na O4,1128.469946,401.86,1518999,1128.471078,1.132,1.003,78,63,0,3,1,4,0
C83 H63 N Na O2,1128.476126,377.26,1807884,1128.475101,-1.025,-0.909,83,63,0,1,1,2,0
C82 H66 N O2 S ,1128.481919,372.6,2385420,1128.480878,-1.041,-0.923,82,66,0,1,0,2,1
C78 H66 N O7   ,1128.483325,245.01,12594584,1128.48338,0.055,0.049,78,66,0,1,0,7,0
C78 H82 N O6   ,1128.612525,-1000.0,1206903,1128.613666,1.141,1.011,78,82,0,1,0,6,0
C79 H95 N Na O S,1128.702991,-1000.0,1288826,1128.702659,-0.332,-0.294,79,95,0,1,1,1,1
C84 H61 N2 O2  ,1129.473058,386.42,1389206,1129.472756,-0.303,-0.268,84,61,0,2,0,2,0
C81 H70 K O S  ,1129.478541,307.69,2478742,1129.477896,-0.645,-0.571,81,70,1,0,0,1,1
C82 H65 O5     ,1129.482492,303.93,9645531,1129.482652,0.159,0.141,82,65,0,0,0,5,0
C78 H113 O3 S  ,1129.840178,-1000.0,1152499,1129.840495,0.317,0.281,78,113,0,0,0,3,1
C76 H114 Na O5 ,1129.856984,-1000.0,1219236,1129.855847,-1.137,-1.006,76,114,0,0,1,5,0
C83 H65 K N O  ,1130.470496,256.46,1333948,1130.469774,-0.723,-0.639,83,65,1,1,0,1,0
C80 H64 N3 O2 S,1130.471854,290.75,1400349,1130.471376,-0.478,-0.423,80,64,0,3,0,2,1
C81 H64 N O5   ,1130.477076,200.74,1978092,1130.477901,0.825,0.73,81,64,0,1,0,5,0
C78 H68 N O5 S ,1130.480147,234.6,6827550,1130.481272,1.125,0.995,78,68,0,1,0,5,1
C76 H101 N Na O5,1130.758158,-1000.0,1171143,1130.757196,-0.962,-0.851,76,101,0,1,1,5,0
C79 H129 N Na O,1130.997819,183.06,1250880,1130.996638,-1.181,-1.044,79,129,0,1,1,1,0
C81 H128 N O   ,1130.99793,190.18,1729233,1130.999044,1.114,0.985,81,128,0,1,0,1,0
C80 H68 Na O3 S,1131.479148,213.02,4001376,1131.478138,-1.01,-0.893,80,68,0,0,1,3,1
C82 H67 O3 S   ,1131.479598,251.07,4432612,1131.480544,0.946,0.836,82,67,0,0,0,3,1
C81 H66 N O3 S ,1132.475946,-1000.0,1602317,1132.475793,-0.153,-0.135,81,66,0,1,0,3,1
C77 H66 N O8   ,1132.478801,-1000.0,2551459,1132.478295,-0.506,-0.447,77,66,0,1,0,8,0
C78 H118 N O2 S,1132.887485,-1000.0,1243141,1132.88778,0.295,0.26,78,118,0,1,0,2,1
C82 H57 N2 O2 S,1133.41341,444.98,1556192,1133.413527,0.117,0.103,82,57,0,2,0,2,1
